2021-11-10 15:34:43.309279	20.78016209602356	(63437.0, 35.921623, 139.911193, 14.0, 39.2)	1	0.03515625	-88.75	/home/pi/Desktop/cansat2021/photo_paradete/paradete0081.jpg	
2021-11-10 15:34:44.629327	22.099958658218384	(63444.0, 35.921625, 139.911213, 14.6, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0082.jpg	
2021-11-10 15:34:47.359517	24.830147981643677	(63445.0, 35.921625, 139.911212, 14.7, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0083.jpg	
2021-11-10 15:34:50.079693	27.550324201583862	(63448.0, 35.921627, 139.911202, 15.0, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0084.jpg	
2021-11-10 15:37:08.430047	165.90075588226318	(63708.0, 35.92164, 139.911175, 27.3, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0086.jpg	
2021-11-10 15:37:11.209668	168.68029880523682	(63709.0, 35.92164, 139.911173, 27.3, 39.2)	1	0.76953125	23.75	/home/pi/Desktop/cansat2021/photo_paradete/paradete0087.jpg	
2021-11-10 15:37:12.509745	169.98038411140442	(63712.0, 35.921635, 139.91121, 27.2, 39.2)	1	1.6295572916666667	31.25	/home/pi/Desktop/cansat2021/photo_paradete/paradete0088.jpg	
2021-11-10 15:37:13.829522	171.30015540122986	(63713.0, 35.921637, 139.911245, 27.1, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0089.jpg	
2021-11-10 15:37:16.559652	174.03028345108032	(63714.0, 35.921642, 139.91128, 27.1, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0090.jpg	
2021-11-10 15:37:19.279356	176.74998688697815	(63717.0, 35.921653, 139.911312, 27.1, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0091.jpg	
