2021-11-17 15:33:19.762224	41.94152855873108	(63319.0, 35.92062, 139.910767, 0.3, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0142.jpg	
2021-11-17 15:33:23.562003	45.74130845069885	(63321.0, 35.92062, 139.910765, 0.1, 39.2)	1	3.790364583333333	71.875	/home/pi/Desktop/cansat2021/photo_paradete/paradete0143.jpg	
2021-11-17 15:33:24.882108	47.06141209602356	(63324.0, 35.92062, 139.910767, -0.2, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0144.jpg	
2021-11-17 15:33:27.672052	49.851357221603394	(63325.0, 35.920618, 139.910768, -0.3, 39.2)	1	0.022135416666666664	98.125	/home/pi/Desktop/cansat2021/photo_paradete/paradete0145.jpg	
2021-11-17 15:33:29.002322	51.181626319885254	(63328.0, 35.920615, 139.91077, -0.6, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0146.jpg	
2021-11-17 15:34:23.772639	105.95194292068481	(63422.0, 35.920598, 139.91073, 4.1, 39.2)	-1	0	-1	/home/pi/Desktop/cansat2021/photo_paradete/paradete0147.jpg	
2021-11-17 15:34:26.572134	108.75143647193909	(63424.0, 35.920598, 139.91073, 4.3, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0148.jpg	
2021-11-17 15:34:29.362173	111.5414776802063	(63427.0, 35.920603, 139.910727, 4.6, 39.2)	1	0.01953125	0.0	/home/pi/Desktop/cansat2021/photo_paradete/paradete0149.jpg	
2021-11-17 15:34:30.942189	113.12149286270142	(63430.0, 35.920607, 139.910723, 5.0, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0150.jpg	
2021-11-17 15:34:33.721941	115.90130639076233	(63431.0, 35.920607, 139.910725, 5.1, 39.2)	0	100	100	/home/pi/Desktop/cansat2021/photo_paradete/paradete0151.jpg	
